ID,Word
1058,system
1059,talk
1060,task
1061,taste
1062,tautology
1063,ten
1064,tenderness
1065,terrible
1066,testimony
1067,text
1068,than
1069,that
1070,the
1071,their
1072,them
1073,them
1074,them
1075,themselves
1076,themselves
1077,theory
1078,there
1079,thereof
1080,these
1081,these
1082,thesis
1083,they
1084,thin
1085,think
1086,thinker
1087,third
1088,thirty
1089,thirtyfive
1090,this
1091,this
1092,those
1093,though
1094,thought
1095,thousand
1096,thousands
1097,three
1098,through
1099,throw
1100,thus
1101,thy
1102,time
1103,time
1104,time
1105,times
1106,tired
1107,to
1108,told
1109,tongue
1110,tongues
1111,total
1112,total
1113,tragic
1114,translation
1115,transversally
1116,traveled
1117,traveler
1118,travelers
1119,treacherous
1120,treasure
1121,triangular
1122,TRUE
1123,TRUE
1124,truth
1125,trying
1126,turns
1127,twentyfive
1128,twentyodd
1129,twentytwo
1130,two
1131,two
1132,two
1133,type
1134,ubiquitous
1135,uncouth
1136,under
1137,understanding
1138,unending
1139,unfold
1140,uniform
1141,unique
1142,unique
1143,universe
1144,universe
1145,universe
1146,unknown
1147,unlikely
1148,unlimited
1149,unprecedented
1150,unspeakable
1151,until
1152,up
1153,up
1154,up
1155,upon
1156,upper
1157,upwards
1158,urged
1159,us
1160,use
1161,used
1162,useless
1163,useless
1164,useless
1165,usual
1166,usually
1167,usurped
1168,vade
1169,vague
1170,vain
1171,value
1172,value
1173,variation
1174,variations
1175,varied
1176,vast
1177,vast
1178,venerated
1179,venture
1180,verbal
1181,verisimilar
1182,very
1183,vestiges
1184,vindicated
1185,vocabularies
1186,vocabulary
1187,volume
1188,volumes
1189,volumes
1190,walls
1191,wandered
1192,wandering
1193,was
1194,wasted
1195,wavering
1196,we
1197,well
1198,well
1199,went
1200,were
1201,were
1202,what
1203,which
1204,which
1205,who
1206,who
1207,whole
1208,whose
1209,why
1210,will
1211,wind
1212,wisdom
1213,wish
1214,with
1215,without
1216,word
1217,words
1218,words
1219,words
1220,words
1221,wordy
1222,work
1223,works
1224,works
1225,world
1226,world
1227,would
1228,write
1229,writing
1230,written
1231,years
1232,years
1233,you
1234,young
1235,your
1236,youth
1237,zero
1238,zone
1239,Avarez
